IDconsumidor,Genero,Idoso,Casado,Dependentes,Tempo_como_Cliente,Servico_Telefonia,Servico_Internet,Servico_Seguranca,Suporte_Tecnico,TV_assinatura,Tipo_Contrato,Metodo_Pagamento,Pagamento_Mensal,Total_Pago,Churn
7217-JYHOQ,Male,0,Yes,Yes,24,Yes,DSL,Yes,Yes,No,Month-to-month,Credit card (automatic),70.3,1706.45,0.0
6695-FRVEC,Male,0,Yes,Yes,67,Yes,DSL,Yes,Yes,No,Two year,Bank transfer (automatic),60.4,3953.7,0.0
4547-LYTDD,Female,0,No,No,16,Yes,Fiber optic,No,No,No,Month-to-month,Electronic check,72.65,1194.3,1.0
9894-QMIMJ,Female,0,No,No,23,Yes,DSL,No,No,No,One year,Bank transfer (automatic),55.8,1327.85,0.0
8069-YQQAJ,Male,0,No,No,14,No,DSL,No,No,No,Month-to-month,Mailed check,31.1,419.7,0.0
6770-XUAGN,Female,0,Yes,Yes,1,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Electronic check,21.0,21.0,1.0
4193-ORFCL,Female,1,No,No,1,Yes,DSL,No,No,No,Month-to-month,Mailed check,45.1,45.1,1.0
1636-NTNCO,Male,1,No,No,4,No,DSL,No,No,Yes,Month-to-month,Credit card (automatic),50.95,207.35,0.0
3466-WAESX,Male,0,No,Yes,16,Yes,DSL,Yes,No,No,Month-to-month,Electronic check,69.1,1083.7,0.0
9281-PKKZE,Female,0,Yes,No,46,No,DSL,No,No,Yes,Month-to-month,Electronic check,43.95,2007.85,0.0
3638-VBZTA,Male,0,No,Yes,68,Yes,DSL,Yes,Yes,Yes,Two year,Bank transfer (automatic),86.5,5882.75,0.0
7459-IMVYU,Male,0,No,No,38,Yes,DSL,Yes,Yes,No,Month-to-month,Electronic check,69.95,2657.55,0.0
7776-QWNFX,Male,1,Yes,No,30,Yes,DSL,No,No,No,Month-to-month,Bank transfer (automatic),50.4,1527.5,1.0
6689-TCZHQ,Female,1,No,No,5,Yes,Fiber optic,No,No,No,Month-to-month,Electronic check,78.95,378.4,1.0
8563-OYMQY,Male,0,No,No,17,Yes,Fiber optic,No,No,No,Month-to-month,Credit card (automatic),90.95,1612.2,0.0
0754-EEBDC,Male,0,Yes,Yes,4,Yes,No,No internet service,No internet service,No internet service,Two year,Mailed check,19.9,76.65,0.0
5777-ZPQNC,Female,0,No,No,12,Yes,No,No internet service,No internet service,No internet service,One year,Electronic check,20.15,260.7,0.0
1951-IEYXM,Male,0,Yes,Yes,72,Yes,DSL,Yes,Yes,Yes,Two year,Credit card (automatic),90.6,6441.85,0.0
3318-NMQXL,Male,0,No,No,3,Yes,Fiber optic,No,No,Yes,Month-to-month,Electronic check,92.0,266.8,0.0
3143-ILDAL,Male,0,No,No,56,Yes,Fiber optic,No,Yes,No,Month-to-month,Electronic check,94.45,5124.6,1.0
1022-RKXDR,Female,0,No,No,41,Yes,No,No internet service,No internet service,No internet service,One year,Mailed check,24.85,962.25,0.0
2361-FJWNO,Male,0,No,No,40,No,DSL,No,Yes,No,One year,Credit card (automatic),36.0,1382.9,0.0
2272-UOINI,Female,0,No,No,7,Yes,DSL,Yes,Yes,Yes,Month-to-month,Electronic check,78.5,571.05,0.0
8232-UTFOZ,Male,0,No,No,69,Yes,No,No internet service,No internet service,No internet service,Two year,Credit card (automatic),19.95,1399.35,0.0
3750-YHRYO,Male,0,Yes,Yes,7,Yes,No,No internet service,No internet service,No internet service,One year,Mailed check,20.65,150.0,0.0
6637-KYRCV,Female,0,Yes,Yes,5,No,DSL,No,No,No,Month-to-month,Electronic check,30.5,167.2,0.0
5668-MEISB,Female,0,Yes,Yes,72,Yes,Fiber optic,Yes,Yes,Yes,Two year,Credit card (automatic),106.1,7657.4,0.0
0129-QMPDR,Male,0,Yes,Yes,44,Yes,No,No internet service,No internet service,No internet service,One year,Bank transfer (automatic),20.5,865.05,0.0
7188-CBBBA,Female,0,No,No,65,Yes,Fiber optic,No,No,Yes,One year,Electronic check,95.5,6153.85,0.0
5356-CSVSQ,Female,0,No,No,3,Yes,DSL,No,Yes,Yes,Month-to-month,Electronic check,64.6,174.2,0.0
3221-CJMSG,Male,0,No,No,24,Yes,DSL,No,Yes,No,Month-to-month,Credit card (automatic),51.1,1269.6,0.0
4720-VSTSI,Female,0,No,No,44,Yes,Fiber optic,No,No,No,Month-to-month,Bank transfer (automatic),84.8,3862.55,1.0
3219-JQRSL,Female,1,Yes,No,72,Yes,DSL,Yes,Yes,Yes,Two year,Credit card (automatic),89.1,6352.4,0.0
2801-NISEI,Male,0,No,No,24,Yes,DSL,Yes,Yes,No,Month-to-month,Electronic check,54.95,1348.5,0.0
3946-MHCZW,Male,0,No,No,1,Yes,DSL,No,No,No,Month-to-month,Mailed check,50.9,50.9,1.0
4623-ZKHLY,Male,0,Yes,No,22,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Bank transfer (automatic),20.45,471.55,0.0
6732-VAILE,Male,0,Yes,Yes,70,Yes,DSL,No,Yes,Yes,Two year,Credit card (automatic),85.95,5931.75,0.0
8201-AAXCB,Male,0,Yes,Yes,25,Yes,DSL,No,No,Yes,Month-to-month,Electronic check,60.35,1404.65,0.0
7696-CFTAT,Male,0,Yes,Yes,37,Yes,No,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),19.8,726.1,0.0
1845-CSBRZ,Female,1,Yes,Yes,22,Yes,Fiber optic,No,No,Yes,Month-to-month,Bank transfer (automatic),85.35,1961.6,0.0
2123-VSCOT,Female,0,Yes,Yes,59,Yes,DSL,No,Yes,Yes,Two year,Bank transfer (automatic),72.1,4194.85,0.0
6651-AZVTJ,Male,0,Yes,Yes,49,Yes,Fiber optic,No,No,Yes,Month-to-month,Electronic check,99.8,4872.45,1.0
4566-GOLUK,Male,0,Yes,Yes,47,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Bank transfer (automatic),107.35,5118.95,1.0
2484-DGXPZ,Female,0,Yes,Yes,31,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Mailed check,19.55,658.95,1.0
2018-QKYGT,Male,0,Yes,Yes,1,Yes,Fiber optic,No,No,No,Month-to-month,Electronic check,81.05,81.05,0.0
2792-VPPET,Male,0,No,No,3,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Electronic check,20.5,76.95,0.0
7409-JURKQ,Female,0,Yes,No,53,Yes,Fiber optic,No,Yes,Yes,One year,Bank transfer (automatic),111.8,5809.75,0.0
3247-MHJKM,Male,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Mailed check,20.2,20.2,0.0
1964-SVLEA,Male,0,No,No,20,Yes,No,No internet service,No internet service,No internet service,One year,Mailed check,19.7,415.9,0.0
4587-NUKOX,Female,0,No,No,3,Yes,Fiber optic,Yes,No,No,Month-to-month,Electronic check,79.1,246.5,1.0
7297-DVYGA,Female,0,No,No,51,Yes,No,No internet service,No internet service,No internet service,One year,Bank transfer (automatic),19.85,996.95,0.0
2239-CGBUZ,Female,0,Yes,No,51,Yes,DSL,Yes,Yes,No,One year,Bank transfer (automatic),60.5,3145.15,0.0
0854-UYHZD,Female,0,Yes,Yes,13,Yes,No,No internet service,No internet service,No internet service,Two year,Mailed check,19.55,265.3,0.0
7243-LCGGZ,Female,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Mailed check,20.9,20.9,0.0
8267-KFGYD,Male,0,No,Yes,1,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Mailed check,21.05,21.05,0.0
4890-VMUAV,Male,0,No,No,63,Yes,DSL,Yes,Yes,No,One year,Electronic check,71.5,4576.3,0.0
9261-WDCAF,Male,0,No,No,3,Yes,DSL,No,No,No,Month-to-month,Mailed check,54.65,189.1,0.0
3764-MNMOI,Male,0,No,No,46,Yes,No,No internet service,No internet service,No internet service,Two year,Credit card (automatic),19.2,908.15,0.0
7442-YGZFK,Male,0,No,No,1,Yes,DSL,No,No,No,Month-to-month,Credit card (automatic),49.8,49.8,0.0
0420-BWTPW,Male,0,No,Yes,8,No,DSL,No,No,No,Month-to-month,Mailed check,25.5,215.2,1.0
8229-BUJHX,Female,0,Yes,Yes,71,Yes,No,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),20.5,1500.95,0.0
7449-HVPIV,Male,0,Yes,Yes,55,Yes,Fiber optic,No,No,Yes,Month-to-month,Credit card (automatic),90.4,5099.15,0.0
5504-WSIUR,Female,0,No,No,70,Yes,Fiber optic,No,Yes,No,One year,Bank transfer (automatic),90.25,6385.95,0.0
8183-ONMXC,Female,0,No,No,2,Yes,Fiber optic,No,No,No,Month-to-month,Electronic check,80.75,159.45,1.0
8466-PZBLH,Male,0,Yes,Yes,67,Yes,Fiber optic,Yes,Yes,Yes,Two year,Bank transfer (automatic),104.6,6885.75,0.0
9614-RMGHA,Male,0,Yes,No,65,Yes,Fiber optic,No,No,Yes,Month-to-month,Bank transfer (automatic),91.85,5940.85,1.0
8735-IJJEG,Male,0,Yes,No,14,Yes,DSL,No,No,No,Month-to-month,Credit card (automatic),50.2,668.85,0.0
0564-MUUQK,Female,0,Yes,Yes,20,Yes,Fiber optic,No,Yes,No,Month-to-month,Bank transfer (automatic),95.5,1916.2,0.0
5054-IEXZT,Male,0,No,Yes,1,Yes,Fiber optic,No,No,No,Month-to-month,Electronic check,75.35,75.35,1.0
5834-ASPWA,Male,0,No,No,1,Yes,Fiber optic,No,No,No,Month-to-month,Electronic check,75.45,75.45,1.0
0701-RFGFI,Female,0,Yes,Yes,49,Yes,Fiber optic,No,No,Yes,Month-to-month,Bank transfer (automatic),95.4,4613.95,0.0
0019-EFAEP,Female,0,No,No,72,Yes,Fiber optic,Yes,No,Yes,Two year,Bank transfer (automatic),101.3,7261.25,0.0
5619-PTMIK,Female,0,Yes,No,46,Yes,DSL,Yes,No,No,Month-to-month,Electronic check,53.1,2459.8,0.0
3737-XBQDD,Male,0,No,No,24,Yes,Fiber optic,No,No,No,Month-to-month,Bank transfer (automatic),84.85,2048.8,0.0
5882-CMAZQ,Female,0,Yes,Yes,5,No,DSL,No,Yes,No,Month-to-month,Electronic check,34.25,163.55,0.0
5846-QFDFI,Female,0,Yes,Yes,33,Yes,Fiber optic,No,Yes,No,Month-to-month,Credit card (automatic),88.6,2888.7,0.0
4445-KWOKW,Female,0,No,No,42,Yes,DSL,Yes,No,No,One year,Bank transfer (automatic),60.15,2421.6,0.0
3511-APPBJ,Male,0,No,No,23,Yes,Fiber optic,Yes,No,Yes,One year,Credit card (automatic),99.95,2292.75,0.0
7967-HYCDE,Male,0,No,No,8,Yes,Fiber optic,No,No,No,Month-to-month,Bank transfer (automatic),70.7,553.4,0.0
2430-RRYUW,Male,0,No,No,66,Yes,DSL,Yes,No,No,One year,Mailed check,54.8,3465.7,0.0
3948-XHGNA,Male,0,No,No,24,Yes,DSL,Yes,No,No,Month-to-month,Bank transfer (automatic),49.55,1210.4,1.0
3723-BFBGR,Male,1,No,No,24,Yes,DSL,No,No,No,Month-to-month,Credit card (automatic),54.8,1291.3,0.0
0565-IYCGT,Male,0,No,No,69,Yes,DSL,Yes,Yes,No,One year,Credit card (automatic),78.6,5356.45,1.0
5447-WZAFP,Female,0,No,No,53,Yes,Fiber optic,No,No,Yes,One year,Mailed check,100.3,5200.8,0.0
5110-CHOPY,Female,0,No,No,60,No,DSL,Yes,No,Yes,Two year,Electronic check,53.6,3237.05,0.0
5445-UTODQ,Female,0,Yes,No,7,Yes,Fiber optic,No,No,Yes,Month-to-month,Electronic check,81.1,576.65,1.0
4425-OWHWB,Female,0,No,No,20,Yes,No,No internet service,No internet service,No internet service,One year,Credit card (automatic),19.35,433.75,0.0
7892-QVYKW,Female,0,Yes,Yes,23,Yes,Fiber optic,No,No,No,Month-to-month,Electronic check,85.6,1868.4,0.0
9675-ICXCT,Male,0,Yes,Yes,72,Yes,DSL,Yes,Yes,Yes,Two year,Electronic check,80.8,5728.55,0.0
1024-VRZHF,Male,0,Yes,No,11,Yes,Fiber optic,No,No,No,Month-to-month,Electronic check,74.95,825.7,1.0
4703-MQYKT,Male,0,No,No,21,Yes,No,No internet service,No internet service,No internet service,Two year,Mailed check,19.6,390.4,0.0
9497-QCMMS,Male,1,No,No,1,Yes,Fiber optic,No,No,Yes,Month-to-month,Electronic check,93.55,93.55,1.0
5692-ICXLW,Male,1,No,No,31,Yes,Fiber optic,No,No,Yes,Month-to-month,Electronic check,90.7,2845.15,0.0
0602-DDUML,Female,0,No,No,57,Yes,DSL,No,Yes,Yes,Two year,Mailed check,69.75,3894.4,0.0
2208-MPXIO,Female,0,Yes,Yes,45,Yes,No,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),20.0,886.4,0.0
1960-UYCNN,Male,0,No,No,10,Yes,Fiber optic,No,No,No,Month-to-month,Electronic check,95.25,1021.55,0.0
0348-SDKOL,Female,0,Yes,No,58,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Credit card (automatic),102.1,5885.4,1.0
3190-FZATL,Male,0,No,Yes,14,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Mailed check,19.95,268.4,0.0
7336-RLLRH,Male,0,Yes,No,27,Yes,DSL,Yes,Yes,Yes,One year,Mailed check,80.85,2204.35,0.0
4373-MAVJG,Female,0,Yes,Yes,14,Yes,Fiber optic,No,No,No,Month-to-month,Bank transfer (automatic),90.9,1259.0,1.0
8901-HJXTF,Female,0,Yes,Yes,12,No,DSL,No,No,No,Month-to-month,Mailed check,29.2,309.1,1.0
7710-JSYOA,Female,0,Yes,Yes,69,Yes,Fiber optic,No,Yes,No,Two year,Bank transfer (automatic),93.3,6398.05,0.0
5419-KLXBN,Female,0,Yes,Yes,25,Yes,Fiber optic,No,No,Yes,Month-to-month,Bank transfer (automatic),89.15,2257.75,1.0
3424-NMNBO,Male,1,Yes,No,58,Yes,Fiber optic,Yes,No,Yes,One year,Electronic check,108.85,6287.25,1.0
9885-MFVSU,Female,0,Yes,Yes,35,No,DSL,Yes,Yes,Yes,Two year,Credit card (automatic),46.35,1662.05,0.0
4514-GFCFI,Female,1,No,No,16,Yes,Fiber optic,No,No,Yes,Month-to-month,Electronic check,84.75,1350.15,1.0
0607-MVMGC,Male,0,Yes,Yes,45,Yes,DSL,No,No,Yes,One year,Credit card (automatic),78.75,3600.65,0.0
3365-SAIGS,Female,0,No,No,17,Yes,Fiber optic,No,No,Yes,Month-to-month,Electronic check,83.55,1329.15,0.0
9828-AOQLM,Female,0,Yes,Yes,1,Yes,DSL,No,No,No,Month-to-month,Electronic check,45.7,45.7,1.0
8022-BECSI,Male,0,No,No,22,Yes,No,No internet service,No internet service,No internet service,One year,Mailed check,19.6,422.5,0.0
8000-REIQB,Female,1,No,No,1,Yes,Fiber optic,No,No,No,Month-to-month,Electronic check,69.95,69.95,1.0
9993-LHIEB,Male,0,Yes,Yes,67,Yes,DSL,Yes,Yes,No,Two year,Mailed check,67.85,4627.65,0.0
0266-CLZKZ,Female,0,Yes,Yes,67,Yes,Fiber optic,No,Yes,Yes,Two year,Bank transfer (automatic),105.65,6717.9,0.0
7615-ESMYF,Female,0,Yes,No,2,No,DSL,No,No,Yes,Month-to-month,Electronic check,44.6,97.1,1.0
3858-VOBET,Male,0,No,No,23,Yes,Fiber optic,No,No,No,Month-to-month,Electronic check,74.95,1710.45,1.0
7020-OZKXZ,Female,1,No,No,9,Yes,Fiber optic,No,No,No,Month-to-month,Credit card (automatic),75.5,637.4,0.0
3977-QCRSL,Female,0,No,No,5,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Mailed check,20.15,117.95,0.0
0017-DINOC,Male,0,No,No,54,No,DSL,Yes,Yes,Yes,Two year,Credit card (automatic),45.2,2460.55,0.0
1447-PJGGA,Female,0,No,No,57,Yes,Fiber optic,No,No,Yes,Two year,Electronic check,95.25,5464.65,1.0
8565-CLBZW,Male,0,No,No,24,Yes,Fiber optic,No,No,Yes,Month-to-month,Mailed check,89.85,2165.05,1.0
9139-WQQDY,Female,0,Yes,Yes,49,Yes,Fiber optic,No,No,Yes,One year,Mailed check,100.45,4941.8,1.0
0224-HJAPT,Male,0,No,No,5,Yes,DSL,No,No,No,Month-to-month,Electronic check,47.15,223.15,1.0
8086-OVPWV,Male,0,No,No,2,Yes,Fiber optic,No,No,No,Month-to-month,Electronic check,80.2,181.1,1.0
9430-FRQOC,Female,0,No,Yes,4,Yes,Fiber optic,No,Yes,No,Month-to-month,Mailed check,87.1,341.45,1.0
7639-OPLNG,Male,0,Yes,Yes,70,Yes,DSL,Yes,Yes,Yes,Two year,Bank transfer (automatic),79.25,5731.85,0.0
3074-GQWYX,Male,0,No,No,5,Yes,Fiber optic,No,No,No,Month-to-month,Bank transfer (automatic),75.9,357.75,1.0
1492-QGCLU,Male,0,Yes,Yes,53,Yes,DSL,Yes,Yes,Yes,Month-to-month,Electronic check,85.7,4616.1,0.0
6845-RGTYS,Female,0,Yes,No,47,Yes,Fiber optic,Yes,No,Yes,Month-to-month,Electronic check,98.75,4533.7,1.0
7328-OWMOM,Female,0,No,Yes,31,Yes,No,No internet service,No internet service,No internet service,One year,Credit card (automatic),20.1,589.25,0.0
4418-LZMSV,Male,0,Yes,Yes,13,Yes,DSL,No,Yes,No,Month-to-month,Bank transfer (automatic),61.8,750.1,0.0
5155-AZQPB,Female,0,Yes,Yes,28,Yes,DSL,No,No,No,Month-to-month,Mailed check,49.9,1410.25,0.0
8861-HGGKB,Female,0,No,No,10,Yes,Fiber optic,No,No,No,Month-to-month,Electronic check,86.45,830.85,1.0
1087-GRUYI,Male,0,Yes,No,38,Yes,No,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),20.4,743.5,0.0
7065-YUNRY,Female,0,No,No,1,Yes,DSL,No,No,No,Month-to-month,Mailed check,45.3,45.3,1.0
7694-VLBWQ,Male,0,Yes,No,67,Yes,Fiber optic,No,No,Yes,One year,Electronic check,104.1,7040.85,1.0
2546-KZAAT,Male,0,Yes,No,52,Yes,DSL,Yes,No,Yes,One year,Mailed check,75.4,3865.45,0.0
0181-RITDD,Male,0,Yes,Yes,62,Yes,Fiber optic,Yes,Yes,Yes,Two year,Mailed check,108.15,6825.65,0.0
5989-PGKJB,Female,0,No,No,16,Yes,Fiber optic,No,No,No,Month-to-month,Electronic check,86.25,1340.1,0.0
4795-KTRTH,Female,1,Yes,No,5,Yes,Fiber optic,No,No,No,Month-to-month,Electronic check,81.0,371.65,1.0
8272-ONJLV,Male,0,No,No,12,Yes,Fiber optic,No,No,Yes,One year,Electronic check,95.7,1184.0,0.0
1488-PBLJN,Female,0,Yes,Yes,72,Yes,Fiber optic,Yes,Yes,Yes,Two year,Bank transfer (automatic),116.85,8477.7,0.0
0308-GIQJT,Male,1,No,No,71,Yes,Fiber optic,No,Yes,Yes,One year,Bank transfer (automatic),105.75,7382.85,0.0
3778-FOAQW,Female,0,Yes,No,24,Yes,No,No internet service,No internet service,No internet service,One year,Mailed check,20.15,456.85,0.0
4452-ROHMO,Female,0,No,No,15,Yes,No,No internet service,No internet service,No internet service,Two year,Mailed check,19.6,331.6,0.0
6481-OGDOO,Male,0,Yes,No,67,Yes,Fiber optic,Yes,No,No,One year,Credit card (automatic),90.6,6056.15,1.0
3090-LETTY,Male,0,No,Yes,2,Yes,DSL,Yes,No,No,Month-to-month,Bank transfer (automatic),60.95,134.6,0.0
5349-AZPEW,Female,0,Yes,Yes,5,No,DSL,No,No,No,Month-to-month,Mailed check,25.05,125.5,0.0
3753-TSEMP,Female,0,Yes,No,15,Yes,Fiber optic,No,No,Yes,Month-to-month,Electronic check,88.15,1390.6,1.0
8305-VHZBZ,Male,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Mailed check,20.2,20.2,1.0
9720-JJJOR,Male,0,Yes,Yes,41,Yes,DSL,Yes,No,No,One year,Bank transfer (automatic),60.3,2511.3,0.0
8100-HZZLJ,Female,0,No,Yes,43,Yes,DSL,Yes,No,No,Month-to-month,Electronic check,63.95,2737.05,0.0
8775-ERLNB,Male,1,Yes,No,1,Yes,Fiber optic,No,No,No,Month-to-month,Electronic check,74.3,74.3,0.0
8309-IEYJD,Female,1,No,No,1,Yes,Fiber optic,No,No,No,Month-to-month,Mailed check,70.6,70.6,0.0
9172-JITSM,Female,0,Yes,Yes,26,Yes,Fiber optic,No,No,Yes,Month-to-month,Electronic check,90.8,2361.8,1.0
6298-QDFNH,Male,0,No,No,22,Yes,Fiber optic,No,No,No,Month-to-month,Electronic check,79.35,1730.35,1.0
7398-HPYZQ,Male,0,Yes,No,71,Yes,DSL,Yes,Yes,Yes,Two year,Bank transfer (automatic),90.55,6404.0,0.0
3546-GHEAE,Male,0,No,No,7,Yes,No,No internet service,No internet service,No internet service,Two year,Mailed check,19.45,165.35,0.0
7361-YPXFS,Female,1,No,No,28,Yes,DSL,No,Yes,No,Month-to-month,Bank transfer (automatic),64.45,1867.6,0.0
6557-BZXLQ,Male,1,No,No,16,Yes,Fiber optic,No,No,No,Month-to-month,Electronic check,69.65,1043.3,0.0
2550-QHZGP,Male,0,No,No,7,Yes,No,No internet service,No internet service,No internet service,One year,Mailed check,19.5,128.6,0.0
7519-JTWQH,Female,0,No,No,69,Yes,Fiber optic,No,Yes,Yes,Two year,Bank transfer (automatic),110.5,7455.45,0.0
2538-OIMXF,Female,0,No,Yes,1,No,DSL,No,No,No,Month-to-month,Mailed check,24.7,24.7,0.0
8543-MSDMF,Male,0,No,No,3,Yes,DSL,Yes,No,Yes,Month-to-month,Electronic check,77.4,206.15,0.0
9961-JBNMK,Male,1,No,No,21,Yes,Fiber optic,No,No,Yes,Month-to-month,Bank transfer (automatic),96.8,2030.3,1.0
1170-SASML,Female,0,Yes,No,69,Yes,Fiber optic,No,No,No,Month-to-month,Bank transfer (automatic),85.4,5869.4,0.0
4872-JCVCA,Female,0,Yes,No,71,No,DSL,Yes,Yes,No,Two year,Bank transfer (automatic),47.6,3377.8,0.0
5346-BZCHP,Female,0,Yes,Yes,69,Yes,No,No internet service,No internet service,No internet service,Two year,Mailed check,19.4,1346.2,0.0
2038-LLMLM,Female,0,No,No,48,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Electronic check,103.85,4946.05,0.0
6173-ITPWD,Male,0,Yes,No,47,Yes,Fiber optic,No,No,No,Month-to-month,Bank transfer (automatic),83.35,4065.0,1.0
9734-UYXQI,Female,0,No,No,2,Yes,DSL,No,No,No,Month-to-month,Electronic check,49.4,106.55,1.0
1216-BGTSP,Male,0,No,No,45,Yes,Fiber optic,Yes,Yes,Yes,Month-to-month,Credit card (automatic),108.45,4964.7,0.0
4138-NAXED,Male,0,No,No,51,Yes,Fiber optic,No,No,No,Month-to-month,Bank transfer (automatic),81.0,4085.75,0.0
2189-UXTKY,Female,0,Yes,No,22,Yes,DSL,Yes,Yes,Yes,Month-to-month,Electronic check,79.2,1742.75,1.0
0744-BIKKF,Male,0,No,No,72,Yes,DSL,Yes,Yes,Yes,Two year,Bank transfer (automatic),86.65,6224.8,0.0
7483-IQWIB,Male,0,Yes,Yes,37,Yes,Fiber optic,No,No,Yes,Month-to-month,Electronic check,92.95,3415.25,0.0
5248-KWLAR,Male,0,Yes,Yes,71,Yes,DSL,Yes,Yes,Yes,Two year,Electronic check,90.35,6325.25,0.0
4958-GZWIY,Male,0,Yes,Yes,7,Yes,DSL,No,No,No,Month-to-month,Electronic check,48.7,340.25,1.0
7996-MHXLW,Female,0,No,No,66,Yes,No,No internet service,No internet service,No internet service,Two year,Credit card (automatic),25.15,1683.6,0.0
7833-PKIHD,Male,0,Yes,Yes,51,Yes,DSL,Yes,Yes,Yes,One year,Bank transfer (automatic),76.4,3966.3,0.0
7061-OVMIM,Female,0,Yes,Yes,30,Yes,No,No internet service,No internet service,No internet service,One year,Bank transfer (automatic),19.55,608.5,0.0
5153-RTHKF,Female,0,No,No,34,Yes,Fiber optic,No,No,Yes,Month-to-month,Electronic check,85.35,2896.6,0.0
1852-QSWCD,Male,0,Yes,Yes,64,Yes,No,No internet service,No internet service,No internet service,Two year,Mailed check,24.8,1514.85,0.0
4832-VRBMR,Male,1,Yes,No,65,Yes,Fiber optic,No,No,Yes,One year,Bank transfer (automatic),103.15,6792.45,0.0
9079-LWTFD,Male,0,No,No,47,Yes,Fiber optic,Yes,Yes,Yes,Month-to-month,Mailed check,100.75,4669.2,0.0
6356-ELRKD,Female,0,No,No,1,Yes,Fiber optic,Yes,No,Yes,Month-to-month,Electronic check,95.6,95.6,1.0
8624-GIOUT,Female,0,No,No,49,Yes,DSL,Yes,No,No,Month-to-month,Credit card (automatic),59.75,2934.3,1.0
3392-EHMNK,Female,0,Yes,Yes,67,Yes,Fiber optic,No,Yes,Yes,Two year,Credit card (automatic),94.1,6302.8,0.0
5986-WWXDV,Male,0,No,Yes,39,Yes,No,No internet service,No internet service,No internet service,One year,Bank transfer (automatic),19.35,779.2,0.0
3061-BCKYI,Male,0,No,No,14,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Mailed check,19.9,283.75,0.0
6179-GJPSO,Female,1,No,No,43,Yes,Fiber optic,Yes,Yes,Yes,Month-to-month,Credit card (automatic),108.15,4600.7,1.0
7901-TBKJX,Male,1,No,No,56,Yes,Fiber optic,No,No,Yes,Month-to-month,Electronic check,101.05,5594.0,0.0
7228-PAQPD,Female,0,No,No,14,Yes,DSL,No,Yes,No,One year,Credit card (automatic),59.1,772.85,0.0
3177-LASXD,Female,0,No,No,1,Yes,Fiber optic,No,No,No,Month-to-month,Electronic check,71.35,71.35,1.0
7746-QYVCO,Male,0,Yes,Yes,16,Yes,DSL,Yes,No,No,One year,Mailed check,55.85,857.8,0.0
5804-HYIEZ,Male,0,Yes,Yes,70,Yes,Fiber optic,Yes,No,Yes,Month-to-month,Electronic check,106.05,7554.05,0.0
9919-FZDED,Male,1,Yes,No,72,Yes,DSL,Yes,No,Yes,Two year,Credit card (automatic),84.1,5981.65,0.0
5934-TSSAU,Female,0,Yes,Yes,23,Yes,Fiber optic,No,No,No,Month-to-month,Credit card (automatic),75.3,1702.9,0.0
3486-KHMLI,Male,0,No,Yes,21,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Mailed check,24.7,467.15,0.0
4897-QSUYC,Female,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Mailed check,20.15,20.15,1.0
1084-UQCHV,Male,0,No,Yes,1,Yes,Fiber optic,No,No,No,Month-to-month,Bank transfer (automatic),69.75,69.75,1.0
8290-YWKHZ,Female,1,Yes,No,32,Yes,Fiber optic,No,No,Yes,Month-to-month,Electronic check,93.2,2931.0,1.0
2955-BJZHG,Male,0,Yes,Yes,17,Yes,Fiber optic,No,No,Yes,Month-to-month,Electronic check,80.85,1400.85,1.0
3806-DXQOM,Female,0,No,No,4,No,DSL,Yes,No,No,Month-to-month,Electronic check,33.65,137.85,1.0
6784-XYJAE,Female,0,No,No,36,Yes,DSL,No,No,No,One year,Electronic check,55.8,1941.5,0.0
3933-DQPWX,Female,0,No,No,50,No,DSL,No,Yes,No,Two year,Credit card (automatic),39.7,1932.75,0.0
6661-EIPZC,Female,0,Yes,Yes,48,No,DSL,No,Yes,No,Month-to-month,Credit card (automatic),29.5,1423.05,0.0
8957-THMOA,Female,0,No,Yes,50,Yes,No,No internet service,No internet service,No internet service,Two year,Credit card (automatic),20.15,970.85,0.0
2251-PYLPB,Male,0,Yes,No,72,Yes,DSL,Yes,Yes,No,Two year,Credit card (automatic),79.55,5810.9,0.0
5555-RNPGT,Male,0,No,Yes,10,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Credit card (automatic),24.8,223.9,0.0
1057-FOGLZ,Female,0,No,No,18,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Mailed check,19.65,391.7,0.0
